#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
POLR3H	POLR3B	1853162	1843139	9606.ENSP00000347345	9606.ENSP00000228347	0	0	0	0	0.068	0.989	0.900	0	0.998
QARS	AIMP2	1848971	1842954	9606.ENSP00000307567	9606.ENSP00000223029	0	0	0	0	0.073	0.982	0.900	0	0.998
POLR1C	POLR2L	1855670	1850615	9606.ENSP00000361465	9606.ENSP00000324124	0	0	0	0	0.124	0.987	0.900	0	0.998
TAF10	TAF9	1848061	1842675	9606.ENSP00000299424	9606.ENSP00000217893	0	0	0	0	0.094	0.983	0.900	0	0.998
GTF2F2	POLR2D	1852373	1846274	9606.ENSP00000340823	9606.ENSP00000272645	0	0	0	0	0.074	0.989	0.900	0	0.998
TAF6	TAF5	1860193	1855115	9606.ENSP00000399982	9606.ENSP00000358854	0	0	0	0	0.180	0.983	0.900	0	0.998
GTF2H5	POLR2F	1861133	1860435	9606.ENSP00000415032	9606.ENSP00000403852	0	0	0	0	0.054	0.983	0.900	0	0.998
POLR3F	POLR3H	1856714	1853162	9606.ENSP00000366828	9606.ENSP00000347345	0	0	0	0	0.181	0.987	0.900	0	0.998
POLR2K	POLR2A	1852637	1849743	9606.ENSP00000342889	9606.ENSP00000314949	0	0	0	0	0	0.984	0.900	0	0.998
POLR2F	GTF2H4	1860435	1844735	9606.ENSP00000403852	9606.ENSP00000259895	0	0	0	0	0.092	0.989	0.900	0	0.998
MARS	RARS	1845042	1843297	9606.ENSP00000262027	9606.ENSP00000231572	0	0	0	0	0.209	0.985	0.900	0	0.998
POLR3K	POLR2E	1847447	1842493	9606.ENSP00000293860	9606.ENSP00000215587	0	0	0	0	0.197	0.987	0.900	0	0.998
POLR1C	POLR3C	1855670	1851737	9606.ENSP00000361465	9606.ENSP00000334564	0	0	0	0	0.122	0.987	0.900	0	0.998
POLR3D	POLR3E	1848489	1848107	9606.ENSP00000303088	9606.ENSP00000299853	0	0	0	0	0.104	0.988	0.900	0	0.998
RARS	AIMP2	1843297	1842954	9606.ENSP00000231572	9606.ENSP00000223029	0	0	0	0	0.147	0.982	0.900	0	0.998
POLR2L	POLR1A	1850615	1845426	9606.ENSP00000324124	9606.ENSP00000263857	0	0	0	0	0.062	0.987	0.900	0	0.998
POLR2L	POLR2A	1850615	1849743	9606.ENSP00000324124	9606.ENSP00000314949	0	0	0	0	0.061	0.984	0.900	0	0.998
POLR1C	POLR3H	1855670	1853162	9606.ENSP00000361465	9606.ENSP00000347345	0	0	0	0	0.181	0.987	0.900	0	0.998
GTF2H5	POLR2D	1861133	1846274	9606.ENSP00000415032	9606.ENSP00000272645	0	0	0	0	0.073	0.983	0.900	0	0.998
TAF13	TAF10	1854288	1848061	9606.ENSP00000355051	9606.ENSP00000299424	0	0	0	0	0.073	0.989	0.900	0	0.998
POLR2L	POLR2J	1850615	1847371	9606.ENSP00000324124	9606.ENSP00000292614	0	0	0	0	0.668	0.954	0.900	0	0.998
POLR2F	POLR1D	1860435	1848409	9606.ENSP00000403852	9606.ENSP00000302478	0	0	0	0	0.667	0.966	0.900	0	0.998
TCP1	CCT7	1849952	1844568	9606.ENSP00000317334	9606.ENSP00000258091	0	0	0	0.850	0.627	0.955	0.900	0	0.998
CCT4	BBS10	1858199	1858086	9606.ENSP00000377958	9606.ENSP00000376946	0	0	0	0	0.949	0.780	0.900	0	0.998
QARS	MARS	1848971	1845042	9606.ENSP00000307567	9606.ENSP00000262027	0	0	0	0	0.269	0.985	0.900	0	0.998
CCT6B	CCT7	1850900	1844568	9606.ENSP00000327191	9606.ENSP00000258091	0	0	0	0.790	0.867	0.921	0.900	0	0.998
POLR3C	POLR1D	1851737	1848409	9606.ENSP00000334564	9606.ENSP00000302478	0	0	0	0	0.223	0.987	0.900	0	0.998
POLR3F	POLR3C	1856714	1851737	9606.ENSP00000366828	9606.ENSP00000334564	0	0	0	0	0.211	0.987	0.900	0	0.998
POLR2A	POLR2E	1849743	1842493	9606.ENSP00000314949	9606.ENSP00000215587	0	0	0	0	0.067	0.984	0.900	0	0.998
TAF11	TAF12	1854176	1845448	9606.ENSP00000354633	9606.ENSP00000263974	0	0	0	0	0.074	0.988	0.900	0	0.998
POLR2H	POLR3B	1847696	1843139	9606.ENSP00000296223	9606.ENSP00000228347	0	0	0	0	0.092	0.987	0.900	0	0.998
VPS28	VPS37B	1856669	1845927	9606.ENSP00000366565	9606.ENSP00000267202	0	0	0	0	0.060	0.989	0.900	0	0.998
POLR2K	POLR2C	1852637	1842734	9606.ENSP00000342889	9606.ENSP00000219252	0	0	0	0	0.073	0.989	0.900	0	0.998
POLR3K	POLR3B	1847447	1843139	9606.ENSP00000293860	9606.ENSP00000228347	0	0	0	0	0.073	0.988	0.900	0	0.998
TUBB4B	TUBA1A	1852441	1848244	9606.ENSP00000341289	9606.ENSP00000301071	0	0	0	0.920	0.759	0.938	0.900	0	0.998
POLR2G	GTF2H4	1848338	1844735	9606.ENSP00000301788	9606.ENSP00000259895	0	0	0	0	0.061	0.987	0.900	0	0.998
POLR3C	POLR2E	1851737	1842493	9606.ENSP00000334564	9606.ENSP00000215587	0	0	0	0	0.126	0.987	0.900	0	0.998
GTF2B	POLR2I	1855275	1842866	9606.ENSP00000359531	9606.ENSP00000221859	0	0	0	0	0.067	0.989	0.900	0	0.998
GTF2F2	POLR2I	1852373	1842866	9606.ENSP00000340823	9606.ENSP00000221859	0	0	0	0	0.067	0.989	0.900	0	0.998
HSPA9	GRPEL1	1847834	1845652	9606.ENSP00000297185	9606.ENSP00000264954	0	0	0	0	0.722	0.948	0.900	0	0.998
POLR2F	POLR3F	1860435	1856714	9606.ENSP00000403852	9606.ENSP00000366828	0	0	0	0	0.224	0.987	0.900	0	0.998
POLR3F	POLR3D	1856714	1848489	9606.ENSP00000366828	9606.ENSP00000303088	0	0	0	0	0.114	0.987	0.900	0	0.998
POLR3C	POLR3E	1851737	1848107	9606.ENSP00000334564	9606.ENSP00000299853	0	0	0	0	0.157	0.987	0.900	0	0.998
POLR2B	POLR2E	1849572	1842493	9606.ENSP00000312735	9606.ENSP00000215587	0	0	0	0	0.126	0.989	0.900	0	0.998
POLR2H	POLR1A	1847696	1845426	9606.ENSP00000296223	9606.ENSP00000263857	0	0	0	0	0.099	0.987	0.900	0	0.998
POLR3C	POLR3D	1851737	1848489	9606.ENSP00000334564	9606.ENSP00000303088	0	0	0	0	0.105	0.987	0.900	0	0.998
TAF12	TAF4	1845448	1844180	9606.ENSP00000263974	9606.ENSP00000252996	0	0	0	0	0.060	0.983	0.900	0	0.998
TAF5	TAF10	1855115	1848061	9606.ENSP00000358854	9606.ENSP00000299424	0	0	0	0	0.072	0.983	0.900	0	0.998
POLR3D	POLR2E	1848489	1842493	9606.ENSP00000303088	9606.ENSP00000215587	0	0	0	0	0.090	0.987	0.900	0	0.998
POLR2K	POLR2B	1852637	1849572	9606.ENSP00000342889	9606.ENSP00000312735	0	0	0	0	0.054	0.989	0.900	0	0.998
POLR2A	POLR2C	1849743	1842734	9606.ENSP00000314949	9606.ENSP00000219252	0	0	0	0	0.381	0.984	0.900	0	0.998
TAF12	TAF9	1845448	1842675	9606.ENSP00000263974	9606.ENSP00000217893	0	0	0	0	0.106	0.981	0.900	0	0.998
TAF6	TAF1	1860193	1846471	9606.ENSP00000399982	9606.ENSP00000276072	0	0	0	0	0.099	0.988	0.900	0	0.998
TAF1	TBP	1846471	1843249	9606.ENSP00000276072	9606.ENSP00000230354	0	0	0	0	0.115	0.988	0.900	0	0.998
ZNRD1	TWISTNB	1851312	1842926	9606.ENSP00000331111	9606.ENSP00000222567	0	0	0	0	0.776	0.949	0.900	0	0.998
POLR3E	POLR3K	1848107	1847447	9606.ENSP00000299853	9606.ENSP00000293860	0	0	0	0	0.054	0.981	0.900	0	0.998
CRCP	POLR3H	1858291	1853162	9606.ENSP00000378736	9606.ENSP00000347345	0	0	0	0	0.122	0.983	0.900	0	0.998
TAF10	TAF12	1848061	1845448	9606.ENSP00000299424	9606.ENSP00000263974	0	0	0	0	0.073	0.988	0.900	0	0.998
POLR2F	POLR3D	1860435	1848489	9606.ENSP00000403852	9606.ENSP00000303088	0	0	0	0	0.074	0.987	0.900	0	0.998
TAF2	TAF10	1856824	1848061	9606.ENSP00000367406	9606.ENSP00000299424	0	0	0	0	0.051	0.989	0.900	0	0.998
VPS28	TSG101	1856669	1844091	9606.ENSP00000366565	9606.ENSP00000251968	0	0	0	0	0.095	0.989	0.900	0	0.998
GTF2H5	POLR2I	1861133	1842866	9606.ENSP00000415032	9606.ENSP00000221859	0	0	0	0	0.136	0.983	0.900	0	0.998
POLR2A	POLR2H	1849743	1847696	9606.ENSP00000314949	9606.ENSP00000296223	0	0	0	0	0.059	0.984	0.900	0	0.998
POLR3H	POLR3C	1853162	1851737	9606.ENSP00000347345	9606.ENSP00000334564	0	0	0	0	0.100	0.987	0.900	0	0.998
POLR2L	POLR2B	1850615	1849572	9606.ENSP00000324124	9606.ENSP00000312735	0	0	0	0	0.061	0.989	0.900	0	0.998
POLR3C	POLR3K	1851737	1847447	9606.ENSP00000334564	9606.ENSP00000293860	0	0	0	0	0.123	0.987	0.900	0	0.998
POLR3F	POLR3E	1856714	1848107	9606.ENSP00000366828	9606.ENSP00000299853	0	0	0	0	0.074	0.987	0.900	0	0.998
POLR2L	POLR1B	1850615	1845333	9606.ENSP00000324124	9606.ENSP00000263331	0	0	0	0	0.074	0.987	0.900	0	0.998
TAF10	TBP	1848061	1843249	9606.ENSP00000299424	9606.ENSP00000230354	0	0	0	0	0.055	0.971	0.900	0	0.997
TAF6	TAF11	1860193	1854176	9606.ENSP00000399982	9606.ENSP00000354633	0	0	0	0	0.053	0.972	0.900	0	0.997
TAF13	TAF11	1854288	1854176	9606.ENSP00000355051	9606.ENSP00000354633	0	0	0	0	0.120	0.969	0.900	0	0.997
EEF1E1	MARS	1857083	1845042	9606.ENSP00000369038	9606.ENSP00000262027	0	0	0	0	0.098	0.976	0.900	0	0.997
GTF2F2	POLR2H	1852373	1847696	9606.ENSP00000340823	9606.ENSP00000296223	0	0	0	0	0.055	0.978	0.900	0	0.997
GTF2H4	POLR2I	1844735	1842866	9606.ENSP00000259895	9606.ENSP00000221859	0	0	0	0	0.055	0.974	0.900	0	0.997
GTF2H4	TBP	1844735	1843249	9606.ENSP00000259895	9606.ENSP00000230354	0	0	0	0	0.055	0.976	0.900	0	0.997
TUBA1B	TUBB6	1851928	1850072	9606.ENSP00000336799	9606.ENSP00000318697	0	0	0	0.920	0.739	0.921	0.900	0	0.997
TAF11	TAF4	1854176	1844180	9606.ENSP00000354633	9606.ENSP00000252996	0	0	0	0	0.120	0.972	0.900	0	0.997
SUPT5H	POLR2F	1860450	1860435	9606.ENSP00000404029	9606.ENSP00000403852	0	0	0	0	0.088	0.970	0.900	0	0.997
GTF2H5	POLR2G	1861133	1848338	9606.ENSP00000415032	9606.ENSP00000301788	0	0	0	0	0.119	0.974	0.900	0	0.997
TAF6	TAF12	1860193	1845448	9606.ENSP00000399982	9606.ENSP00000263974	0	0	0	0	0.099	0.972	0.900	0	0.997
TUBB4B	TUBA4A	1852441	1843912	9606.ENSP00000341289	9606.ENSP00000248437	0	0	0	0.921	0.739	0.924	0.900	0	0.997
CRCP	POLR3F	1858291	1856714	9606.ENSP00000378736	9606.ENSP00000366828	0	0	0	0	0.105	0.970	0.900	0	0.997
GTF2B	POLR2D	1855275	1846274	9606.ENSP00000359531	9606.ENSP00000272645	0	0	0	0	0.066	0.975	0.900	0	0.997
TAF13	TAF4	1854288	1844180	9606.ENSP00000355051	9606.ENSP00000252996	0	0	0	0	0	0.978	0.900	0	0.997
TAF10	TAF4	1848061	1844180	9606.ENSP00000299424	9606.ENSP00000252996	0	0	0	0	0.058	0.979	0.900	0	0.997
GTF2F1	GTF2F2	1858200	1852373	9606.ENSP00000377969	9606.ENSP00000340823	0	0	0	0	0.170	0.969	0.900	0	0.997
POLR2K	POLR2L	1852637	1850615	9606.ENSP00000342889	9606.ENSP00000324124	0	0	0	0	0.464	0.954	0.900	0	0.997
TAF1L	TAF9	1861354	1842675	9606.ENSP00000418379	9606.ENSP00000217893	0	0	0	0	0.093	0.974	0.900	0	0.997
BBS10	CCT3	1858086	1847605	9606.ENSP00000376946	9606.ENSP00000295688	0	0	0	0.615	0.874	0.822	0.900	0	0.997
TUBB6	TUBA1A	1850072	1848244	9606.ENSP00000318697	9606.ENSP00000301071	0	0	0	0.920	0.751	0.891	0.900	0	0.997
POLR2F	POLR2L	1860435	1850615	9606.ENSP00000403852	9606.ENSP00000324124	0	0	0	0	0.400	0.955	0.900	0	0.997
POLR2F	CRCP	1860435	1858291	9606.ENSP00000403852	9606.ENSP00000378736	0	0	0	0	0.125	0.970	0.900	0	0.997
POLR1C	ZNRD1	1855670	1851312	9606.ENSP00000361465	9606.ENSP00000331111	0	0	0	0	0.464	0.949	0.900	0	0.997
TUBB6	TUBA1C	1850072	1848245	9606.ENSP00000318697	9606.ENSP00000301072	0	0	0	0.919	0.755	0.921	0.900	0	0.997
POLR2F	POLR3C	1860435	1851737	9606.ENSP00000403852	9606.ENSP00000334564	0	0	0	0	0.153	0.974	0.900	0	0.997
TAF1	TAF9	1846471	1842675	9606.ENSP00000276072	9606.ENSP00000217893	0	0	0	0	0.093	0.974	0.900	0	0.997
POLR2K	POLR2D	1852637	1846274	9606.ENSP00000342889	9606.ENSP00000272645	0	0	0	0	0.092	0.970	0.900	0	0.997
POLR2D	GTF2H4	1846274	1844735	9606.ENSP00000272645	9606.ENSP00000259895	0	0	0	0	0.054	0.974	0.900	0	0.997
PPP2R3B	PPP2R1A	1857883	1850680	9606.ENSP00000375080	9606.ENSP00000324804	0	0	0	0	0.074	0.973	0.900	0	0.997
TUBB2A	TUBA4A	1857206	1843912	9606.ENSP00000369703	9606.ENSP00000248437	0	0	0	0.918	0.739	0.924	0.900	0	0.997
CRCP	POLR1D	1858291	1848409	9606.ENSP00000378736	9606.ENSP00000302478	0	0	0	0	0.165	0.970	0.900	0	0.997
POLR2F	POLR3H	1860435	1853162	9606.ENSP00000403852	9606.ENSP00000347345	0	0	0	0	0.269	0.974	0.900	0	0.997
CRCP	POLR2H	1858291	1847696	9606.ENSP00000378736	9606.ENSP00000296223	0	0	0	0	0.132	0.970	0.900	0	0.997
TUBB	TUBA1A	1852162	1848244	9606.ENSP00000339001	9606.ENSP00000301071	0	0	0	0.920	0.739	0.924	0.900	0	0.997
POLR3A	POLR2B	1855667	1849572	9606.ENSP00000361446	9606.ENSP00000312735	0	0	0	0	0.952	0.952	0	0	0.997
GTF2B	POLR2A	1855275	1849743	9606.ENSP00000359531	9606.ENSP00000314949	0	0	0	0	0.151	0.974	0.900	0	0.997
TAF5	TAF12	1855115	1845448	9606.ENSP00000358854	9606.ENSP00000263974	0	0	0	0	0.127	0.978	0.900	0	0.997
CRCP	POLR3C	1858291	1851737	9606.ENSP00000378736	9606.ENSP00000334564	0	0	0	0	0.099	0.970	0.900	0	0.997
POLR2L	POLR2D	1850615	1846274	9606.ENSP00000324124	9606.ENSP00000272645	0	0	0	0	0.085	0.970	0.900	0	0.997
POLR2H	POLR2D	1847696	1846274	9606.ENSP00000296223	9606.ENSP00000272645	0	0	0	0	0.122	0.969	0.900	0	0.997
POLR2F	POLR3E	1860435	1848107	9606.ENSP00000403852	9606.ENSP00000299853	0	0	0	0	0.054	0.973	0.900	0	0.997
TAF1	TAF4	1846471	1844180	9606.ENSP00000276072	9606.ENSP00000252996	0	0	0	0	0.119	0.968	0.900	0	0.997
EPRS	DARS	1854472	1845491	9606.ENSP00000355890	9606.ENSP00000264161	0	0	0	0	0.587	0.942	0.900	0	0.997
CCT3	MKKS	1847605	1843796	9606.ENSP00000295688	9606.ENSP00000246062	0	0	0	0.625	0.874	0.822	0.900	0	0.997
EPRS	RARS	1854472	1843297	9606.ENSP00000355890	9606.ENSP00000231572	0	0	0	0	0.749	0.923	0.900	0	0.997
VPS28	FAM125B	1856669	1854213	9606.ENSP00000366565	9606.ENSP00000354772	0	0	0	0	0.059	0.977	0.900	0	0.997
TAF6	TAF10	1860193	1848061	9606.ENSP00000399982	9606.ENSP00000299424	0	0	0	0	0.053	0.978	0.900	0	0.997
TUBB	TUBA4A	1852162	1843912	9606.ENSP00000339001	9606.ENSP00000248437	0	0	0	0.920	0.739	0.924	0.900	0	0.997
CRCP	POLR3K	1858291	1847447	9606.ENSP00000378736	9606.ENSP00000293860	0	0	0	0	0.126	0.970	0.900	0	0.997
TAF1L	TAF4	1861354	1844180	9606.ENSP00000418379	9606.ENSP00000252996	0	0	0	0	0.119	0.968	0.900	0	0.997
WDR20	USP12	1860578	1846786	9606.ENSP00000406084	9606.ENSP00000282344	0	0	0	0	0.179	0.966	0.900	0	0.997
POLR1E	POLR1D	1856755	1848409	9606.ENSP00000367029	9606.ENSP00000302478	0	0	0	0	0.464	0.948	0.900	0	0.996
TUBB4B	TUBA1C	1852441	1848245	9606.ENSP00000341289	9606.ENSP00000301072	0	0	0	0.919	0.847	0.787	0.900	0	0.996
GTF2F1	GTF2B	1858200	1855275	9606.ENSP00000377969	9606.ENSP00000359531	0	0	0	0	0.074	0.967	0.900	0	0.996
POLR3A	POLR1B	1855667	1845333	9606.ENSP00000361446	9606.ENSP00000263331	0	0	0	0	0.953	0.924	0	0	0.996
TAF6	TBP	1860193	1843249	9606.ENSP00000399982	9606.ENSP00000230354	0	0	0	0	0.098	0.966	0.900	0	0.996
POLR2H	TWISTNB	1847696	1842926	9606.ENSP00000296223	9606.ENSP00000222567	0	0	0	0	0.352	0.949	0.900	0	0.996
TAF5	TBP	1855115	1843249	9606.ENSP00000358854	9606.ENSP00000230354	0	0	0	0	0.104	0.968	0.900	0	0.996
TAF6L	TAF9	1847468	1842675	9606.ENSP00000294168	9606.ENSP00000217893	0	0	0	0	0.056	0.965	0.900	0	0.996
CRCP	POLR3B	1858291	1843139	9606.ENSP00000378736	9606.ENSP00000228347	0	0	0	0	0.054	0.970	0.900	0	0.996
POLR2F	POLR1E	1860435	1856755	9606.ENSP00000403852	9606.ENSP00000367029	0	0	0	0	0.180	0.965	0.900	0	0.996
POLR2B	POLR1A	1849572	1845426	9606.ENSP00000312735	9606.ENSP00000263857	0	0	0	0	0.952	0.924	0	0	0.996
CCT8L2	CCT3	1853934	1847605	9606.ENSP00000353048	9606.ENSP00000295688	0	0	0	0.698	0.952	0.929	0	0	0.996
POLR1C	POLR2K	1855670	1852637	9606.ENSP00000361465	9606.ENSP00000342889	0	0	0	0	0.101	0.962	0.900	0	0.996
TAF10	TAF5L	1848061	1844584	9606.ENSP00000299424	9606.ENSP00000258281	0	0	0	0	0.072	0.970	0.900	0	0.996
TAF6	TAF13	1860193	1854288	9606.ENSP00000399982	9606.ENSP00000355051	0	0	0	0	0.053	0.962	0.900	0	0.996
TAF10	TAF6L	1848061	1847468	9606.ENSP00000299424	9606.ENSP00000294168	0	0	0	0	0.053	0.961	0.900	0	0.996
TAF4	TAF9	1844180	1842675	9606.ENSP00000252996	9606.ENSP00000217893	0	0	0	0	0.099	0.962	0.900	0	0.996
POLR1A	POLR3B	1845426	1843139	9606.ENSP00000263857	9606.ENSP00000228347	0	0	0	0	0.952	0.924	0	0	0.996
TAF3	TAF10	1852303	1848061	9606.ENSP00000340271	9606.ENSP00000299424	0	0	0	0	0	0.964	0.900	0	0.996
SUPT5H	POLR2B	1860450	1849572	9606.ENSP00000404029	9606.ENSP00000312735	0	0	0	0	0.464	0.931	0.900	0	0.996
GTF2H5	GTF2F2	1861133	1852373	9606.ENSP00000415032	9606.ENSP00000340823	0	0	0	0	0.052	0.963	0.900	0	0.996
POLR2F	POLR3A	1860435	1855667	9606.ENSP00000403852	9606.ENSP00000361446	0	0	0	0	0.099	0.960	0.900	0	0.996
TAF12	TBP	1845448	1843249	9606.ENSP00000263974	9606.ENSP00000230354	0	0	0	0	0.054	0.961	0.900	0	0.996
TAF1L	TBP	1861354	1843249	9606.ENSP00000418379	9606.ENSP00000230354	0	0	0	0	0.115	0.967	0.900	0	0.996
FAM125B	TSG101	1854213	1844091	9606.ENSP00000354772	9606.ENSP00000251968	0	0	0	0	0	0.969	0.900	0	0.996
EEF1E1	EPRS	1857083	1854472	9606.ENSP00000369038	9606.ENSP00000355890	0	0	0	0	0.242	0.956	0.900	0	0.996
TAF11	TAF1	1854176	1846471	9606.ENSP00000354633	9606.ENSP00000276072	0	0	0	0	0.059	0.969	0.900	0	0.996
TAF5	TAF9	1855115	1842675	9606.ENSP00000358854	9606.ENSP00000217893	0	0	0	0	0.085	0.965	0.900	0	0.996
CRCP	POLR3E	1858291	1848107	9606.ENSP00000378736	9606.ENSP00000299853	0	0	0	0	0.055	0.970	0.900	0	0.996
IARS	MARS	1856347	1845042	9606.ENSP00000364794	9606.ENSP00000262027	0	0	0	0	0.617	0.920	0.900	0	0.996
CCT8	MKKS	1847035	1843796	9606.ENSP00000286788	9606.ENSP00000246062	0	0	0	0	0.870	0.749	0.900	0	0.996
GTF2F2	GTF2H4	1852373	1844735	9606.ENSP00000340823	9606.ENSP00000259895	0	0	0	0	0.055	0.963	0.900	0	0.996
CRCP	POLR1C	1858291	1855670	9606.ENSP00000378736	9606.ENSP00000361465	0	0	0	0	0.057	0.970	0.900	0	0.996
TAF5	TAF4	1855115	1844180	9606.ENSP00000358854	9606.ENSP00000252996	0	0	0	0	0.063	0.962	0.900	0	0.996
TAF5L	TAF9	1844584	1842675	9606.ENSP00000258281	9606.ENSP00000217893	0	0	0	0	0.085	0.965	0.900	0	0.996
POLR1C	POLR3E	1855670	1848107	9606.ENSP00000361465	9606.ENSP00000299853	0	0	0	0	0.187	0.954	0.900	0	0.996
POLR2K	ZNRD1	1852637	1851312	9606.ENSP00000342889	9606.ENSP00000331111	0	0	0	0	0.268	0.949	0.900	0	0.995
POLR2F	POLR3B	1860435	1843139	9606.ENSP00000403852	9606.ENSP00000228347	0	0	0	0	0.120	0.954	0.900	0	0.995
GTF2F1	POLR2B	1858200	1849572	9606.ENSP00000377969	9606.ENSP00000312735	0	0	0	0	0.108	0.955	0.900	0	0.995
TUBB3	TUBA1A	1862767	1848244	9606.ENSP00000451560	9606.ENSP00000301071	0	0	0	0.908	0.751	0.921	0.800	0	0.995
POLR1E	POLR2H	1856755	1847696	9606.ENSP00000367029	9606.ENSP00000296223	0	0	0	0	0.157	0.948	0.900	0	0.995
POLR1C	POLR3A	1855670	1855667	9606.ENSP00000361465	9606.ENSP00000361446	0	0	0	0	0.381	0.937	0.900	0	0.995
VPS28	FAM125A	1856669	1850682	9606.ENSP00000366565	9606.ENSP00000324810	0	0	0	0	0.060	0.952	0.900	0	0.995
EPRS	KARS	1854472	1850738	9606.ENSP00000355890	9606.ENSP00000325448	0	0	0	0	0.806	0.779	0.900	0	0.995
TUBB3	TUBA1C	1862767	1848245	9606.ENSP00000451560	9606.ENSP00000301072	0	0	0	0.912	0.751	0.921	0.800	0	0.995
POLR1D	POLR3K	1848409	1847447	9606.ENSP00000302478	9606.ENSP00000293860	0	0	0	0	0.269	0.949	0.900	0	0.995
TWISTNB	POLR2E	1842926	1842493	9606.ENSP00000222567	9606.ENSP00000215587	0	0	0	0	0.270	0.949	0.900	0	0.995
PPP2R2A	PPP2R1A	1850707	1850680	9606.ENSP00000325074	9606.ENSP00000324804	0	0	0	0	0.221	0.943	0.900	0	0.995
PPP2R2C	PPP2R1A	1851807	1850680	9606.ENSP00000335083	9606.ENSP00000324804	0	0	0	0	0.221	0.943	0.900	0	0.995
TUBB3	TUBA1B	1862767	1851928	9606.ENSP00000451560	9606.ENSP00000336799	0	0	0	0.910	0.751	0.921	0.800	0	0.995
TBP	POLR2C	1843249	1842734	9606.ENSP00000230354	9606.ENSP00000219252	0	0	0	0	0.096	0.956	0.900	0	0.995
BBS10	CCT8	1858086	1847035	9606.ENSP00000376946	9606.ENSP00000286788	0	0	0	0	0.870	0.704	0.900	0	0.995
GTF2F1	POLR2C	1858200	1842734	9606.ENSP00000377969	9606.ENSP00000219252	0	0	0	0	0.074	0.958	0.900	0	0.995
GTF2F1	POLR2E	1858200	1842493	9606.ENSP00000377969	9606.ENSP00000215587	0	0	0	0	0.127	0.948	0.900	0	0.995
ZNRD1	POLR2L	1851312	1850615	9606.ENSP00000331111	9606.ENSP00000324124	0	0	0	0	0.181	0.949	0.900	0	0.995
TAF1L	TAF12	1861354	1845448	9606.ENSP00000418379	9606.ENSP00000263974	0	0	0	0	0.125	0.956	0.900	0	0.995
POLR3E	POLR2H	1848107	1847696	9606.ENSP00000299853	9606.ENSP00000296223	0	0	0	0	0.058	0.953	0.900	0	0.995
TRRAP	YEATS4	1853208	1843878	9606.ENSP00000347733	9606.ENSP00000247843	0	0	0	0	0	0.958	0.900	0	0.995
TUBB3	TUBA4A	1862767	1843912	9606.ENSP00000451560	9606.ENSP00000248437	0	0	0	0.911	0.739	0.921	0.800	0	0.995
POLR1E	POLR2E	1856755	1842493	9606.ENSP00000367029	9606.ENSP00000215587	0	0	0	0	0.151	0.953	0.900	0	0.995
EPRS	NARS	1854472	1844470	9606.ENSP00000355890	9606.ENSP00000256854	0	0	0	0	0.956	0.892	0	0	0.995
PPP2R2D	PPP2R1A	1860192	1850680	9606.ENSP00000399970	9606.ENSP00000324804	0	0	0	0	0.221	0.943	0.900	0	0.995
TUBA1C	TUBB2B	1848245	1844727	9606.ENSP00000301072	9606.ENSP00000259818	0	0	0	0.918	0.739	0.841	0.900	0	0.995
VPS28	VPS37A	1856669	1850062	9606.ENSP00000366565	9606.ENSP00000318629	0	0	0	0	0.060	0.960	0.900	0	0.995
GTF2F1	POLR2I	1858200	1842866	9606.ENSP00000377969	9606.ENSP00000221859	0	0	0	0	0.057	0.954	0.900	0	0.995
GTF2F1	POLR2G	1858200	1848338	9606.ENSP00000377969	9606.ENSP00000301788	0	0	0	0	0.050	0.958	0.900	0	0.995
GTF2F1	POLR2A	1858200	1849743	9606.ENSP00000377969	9606.ENSP00000314949	0	0	0	0	0.055	0.957	0.900	0	0.995
ZNRD1	POLR1B	1851312	1845333	9606.ENSP00000331111	9606.ENSP00000263331	0	0	0	0	0.274	0.949	0.900	0	0.995
TAF13	TAF12	1854288	1845448	9606.ENSP00000355051	9606.ENSP00000263974	0	0	0	0	0.055	0.953	0.900	0	0.995
POLR2K	TWISTNB	1852637	1842926	9606.ENSP00000342889	9606.ENSP00000222567	0	0	0	0	0.182	0.949	0.900	0	0.995
TAF1L	TAF10	1861354	1848061	9606.ENSP00000418379	9606.ENSP00000299424	0	0	0	0	0.045	0.961	0.900	0	0.995
PPP2R2B	PPP2R1A	1851897	1850680	9606.ENSP00000336591	9606.ENSP00000324804	0	0	0	0	0.221	0.943	0.900	0	0.995
POLR2F	TWISTNB	1860435	1842926	9606.ENSP00000403852	9606.ENSP00000222567	0	0	0	0	0.269	0.949	0.900	0	0.995
TUBA1C	TUBB4A	1848245	1845475	9606.ENSP00000301072	9606.ENSP00000264071	0	0	0	0.919	0.739	0.841	0.900	0	0.995
USP1	WDR48	1852710	1848962	9606.ENSP00000343526	9606.ENSP00000307491	0	0	0	0	0.388	0.928	0.900	0	0.995
FAM125B	VPS37B	1854213	1845927	9606.ENSP00000354772	9606.ENSP00000267202	0	0	0	0	0.098	0.953	0.900	0	0.995
TUBB	TUBA1B	1852162	1851928	9606.ENSP00000339001	9606.ENSP00000336799	0	0	0	0.921	0.746	0.924	0.800	0	0.995
GTF2F2	POLR2A	1852373	1849743	9606.ENSP00000340823	9606.ENSP00000314949	0	0	0	0	0.053	0.957	0.900	0	0.995
